path,label,features_pca_array
s3://p8-data-bastien/Test/Cherry 2/r_69_100.jpg,Cherry 2,"[ 8.78823601 10.62306074  3.81952454  0.50890225 -0.98806204 -0.02687788
  3.06238833 -1.40097313 -5.10237008  1.01463746 -0.49405629 -1.09213792
  1.85221245  3.14376105  0.23539719  0.84656067  3.14438299  0.97807577
  5.28297383 -1.83261917 -2.03495707 -0.974918    1.43520961 -5.37658938
 -1.0502934   5.41898415  0.54959058  0.75837718  0.56893765  0.28734461
  1.27068057  0.09858404 -0.09282332 -1.17889415  1.36491496 -1.51129937
  1.87141981 -0.55877381 -0.02061014  1.92141373 -0.14736287  0.05963835
  2.96382375  1.75885323  1.21567555  0.28419465  1.56668836  0.40785502
 -1.26425665 -1.14796413 -0.61632886 -0.23070971  1.67442299 -0.50330691
  3.58916442  0.32445641  0.2647853  -1.32083825  0.17711156 -3.00190282
  1.55668801  0.86308798  0.52846091 -0.41513485  1.74136864  0.74631192
  1.84268233  0.40172246 -0.88733658  0.56169642 -0.09442864  0.36782701
  0.21347753  1.57265703  1.71831252  1.47807524  0.94989988 -1.00927896
 -0.9221183   0.95197291 -1.24098465 -1.89195596  1.57276973 -0.2354673
  1.29389918 -0.85736971 -0.23166233 -0.18387148  0.65340715  0.42428403
  0.42674474 -0.80141918  0.40096393 -1.14577309  0.16643048 -0.38323876
  0.01532256 -0.73660721  0.82884811 -0.41557678  0.66835788 -0.82607625
 -0.17598541 -0.96086359  0.32287854 -0.4632851  -0.1604114   0.83173212
 -0.41715544 -0.20104582 -0.54820522 -0.76664744  0.72724373 -0.407521
  0.68003367  0.47472042  0.28583958  0.36453115 -0.24571893 -0.78634596
 -1.10632253  0.64014358 -1.60259522 -0.29708573  0.24888762  0.69758369]"
s3://p8-data-bastien/Test/Tomato Cherry Red/r_48_100.jpg,Tomato Cherry Red,"[ 9.59456119e+00  2.53032173e+01  8.26989537e+00 -5.22847313e+00
  6.99726251e+00 -9.78408241e-01 -1.04007881e+01  3.24648896e-01
  7.54379585e+00 -2.15232957e+00  6.23972932e-01  1.02398519e-01
 -1.93944683e+00 -4.94237977e+00  2.33274363e+00 -2.43535170e-01
 -2.65008496e+00  8.06757289e-01 -1.79506294e+00  3.23486556e+00
  7.08742990e-01  5.47753158e-01 -3.92069147e+00 -2.11816470e+00
 -2.27442536e+00 -1.50631080e+00  8.23347994e-01  3.35964823e-01
  1.32110925e-01  2.40649124e+00 -5.68565660e-01  1.82747438e+00
  4.52102343e+00 -2.80797795e-01  1.00099577e+00 -1.36099510e+00
 -2.90907825e+00 -2.17772041e+00  7.12893262e-01 -5.82563617e-01
 -1.02968215e-01  8.31026215e-01 -5.92674837e-01 -2.32644155e+00
  9.04191162e-01  2.66539163e-01  4.25002918e-01 -2.92921712e-02
 -1.34879852e+00  1.06259914e+00  1.44741299e+00  1.82800154e-01
 -1.39223850e+00 -6.98404660e-01 -4.96483633e-01 -2.02688292e-01
  5.11557387e-02  5.83261754e-01  9.85189060e-02  4.34987000e-01
 -1.08397067e+00  6.36400798e-01 -6.99959361e-01 -2.03275659e-01
 -8.10154760e-01  3.27816588e-01 -8.59123232e-01  2.97143630e-01
  6.73136067e-02 -5.54424944e-02  2.18530376e-01  3.69280227e-01
 -8.81954070e-02  2.40062855e-01  5.40287581e-01 -9.09799764e-01
  5.84013586e-02  1.24607381e-01 -2.67727218e-01 -3.69335782e-01
 -3.22817448e-01 -6.96859790e-02 -4.52544615e-01  4.16466595e-01
 -4.43737799e-01 -3.21476792e-01 -7.41842988e-01 -3.52260009e-01
  1.61512034e-03 -6.51060210e-02  3.07430415e-01  7.61155357e-01
  2.90372998e-01  6.89151669e-01 -8.19895414e-01  8.18679197e-02
  2.46109656e-01 -3.49789336e-01  5.72468396e-01  8.97486267e-01
  1.71880130e-01 -2.35371834e-01 -3.71832658e-01  6.95576883e-01
 -7.52450827e-02  6.95064834e-04  5.81302851e-01  6.92058856e-02
  5.65506320e-01 -5.31504781e-02  9.82161665e-01  3.31232059e-02
  9.19439650e-01  2.65713607e-01 -5.93167272e-01  3.86271411e-02
  3.02727277e-01  5.95123732e-01  5.02162718e-01 -6.72739425e-01
  9.62893532e-01  3.19974788e-01  3.50625181e-01  6.00934993e-01
 -1.13779431e+00 -4.19936577e-02]"
s3://p8-data-bastien/Test/Plum 3/r3_179_100.jpg,Plum 3,"[ 2.73040222e+00 -1.09877806e+00 -1.79702704e+01 -1.64503019e+01
 -5.52160158e+00  4.83861772e+00 -2.36860390e-01 -5.45560380e+00
  2.40061319e-01 -5.33227864e+00 -9.55387175e-01  9.57269190e-01
 -5.81645001e+00 -2.74193232e-01 -2.34262236e-01 -5.03224264e-01
  3.84489169e-02 -1.42420491e-02  3.72885216e+00  1.04667026e+00
  2.70009117e+00 -3.75434681e+00  4.18141471e+00  8.65391446e-01
  9.29764467e-01 -6.23614295e-01  4.20778260e+00 -1.71651745e+00
  1.03285203e+00 -7.13095983e+00 -4.33486126e+00 -3.22514244e+00
 -2.39021221e+00  4.16217258e+00  9.02892502e+00 -9.68791240e-01
 -3.58363954e+00 -3.68666886e+00  3.61938356e+00 -1.71652013e-01
 -1.33715394e+00 -1.60781289e+00  9.14015777e-01  3.93514551e-01
  3.95437725e+00  5.54698611e-01  3.52782421e+00 -2.55684140e-02
  5.81101659e-01  2.50805657e+00 -1.89498741e+00 -2.12117623e+00
  3.98308457e+00  1.42187514e+00 -5.45794391e-01 -6.88101885e-01
 -2.36198852e+00  2.78211808e+00  1.38093272e+00 -1.42793276e+00
 -2.44011847e+00 -2.18903878e+00  3.63687078e-01  5.03106342e-01
 -3.26372638e-01 -1.64903344e-01  1.00400449e-01  9.62628346e-01
 -1.69555945e+00  1.65404441e+00  7.19448129e-02 -3.33272688e-01
 -1.49505105e-02 -5.82119083e-01  1.23569752e+00  5.26877217e-01
  1.00225849e+00  1.30585933e+00 -2.63753502e+00 -1.21201964e+00
 -1.92604688e+00  1.00826977e+00  3.63559552e+00  3.79053534e-01
 -4.37922606e-01  1.06564651e+00  3.78109385e-02  2.08130860e-01
 -2.70695110e+00 -7.38564180e-01  1.82358583e-01  2.68206654e-01
  1.27383287e+00 -1.23775041e+00 -6.38895986e+00 -4.66774136e-01
  1.20571895e+00  1.90151666e+00  1.37815115e-01 -1.36674289e+00
 -9.77161333e-01 -3.57967926e+00  5.84583005e-01 -1.03329595e+00
 -5.88530474e-01 -4.85844657e-01  4.34533959e-01 -1.25603438e+00
  1.44278157e+00  9.32132733e-01  9.04061865e-01  8.67592241e-01
 -4.26021233e-01  3.77843153e-01  9.70262141e-01  2.87348358e+00
 -6.66945262e-01  7.76761901e-01 -1.69575268e-01 -1.03352124e+00
 -7.74588383e-01 -3.94436049e-02 -1.07731270e+00  1.08447154e+00
 -9.30461587e-01  4.90083528e+00]"
s3://p8-data-bastien/Test/Peach/40_100.jpg,Peach,"[ 3.88997495e+00 -6.07990693e+00  1.39743042e+00  2.39229662e+00
 -1.12442614e+01  2.54920679e+00  1.78890658e+00 -1.81746937e+00
  7.67414265e+00 -3.20848933e-02 -9.78246453e-01  5.25821405e-02
 -3.28263840e+00  5.66879234e-01 -8.83570342e+00 -1.30115700e+00
  1.04866739e+00 -6.10432217e+00 -1.61534108e+00  1.66358180e+00
  6.36140845e+00 -1.56909842e+00 -6.37075948e-01 -2.09935919e-01
 -6.25099434e+00 -8.37098729e-01  3.46233272e+00 -5.77277675e-01
 -1.38564012e-01  2.52277431e+00  2.29552284e-01 -8.33506121e-01
  2.52722637e+00 -6.44508136e-01 -1.36486767e+00 -4.54252545e+00
 -5.73562562e-01 -1.13402583e+00  1.62520370e+00  4.25193036e+00
  3.08151844e+00 -1.72203929e+00  9.09089753e-02  3.86961024e+00
  2.72436694e+00 -2.77444524e-01  5.83191093e-02 -2.63644919e+00
 -3.00759952e+00  7.84579390e-01 -1.74900994e+00 -4.08638788e+00
 -4.74017427e-01 -3.69562994e+00  3.71455734e+00  6.19541472e-02
  2.00597673e+00  9.80448257e-01  3.60291103e-01  3.62461412e+00
  3.14580609e-01  1.24103835e+00 -1.28086123e+00 -1.03806907e+00
  1.87786447e+00 -6.34289126e+00  2.77802646e+00  1.72384129e+00
  4.11820735e-01  9.02527237e-01  2.79102138e-01  2.29121757e-01
 -1.61901935e+00 -6.26840172e-02 -5.58709490e-01  2.06832637e+00
  7.60627416e-01 -5.62986836e-01 -1.80774043e+00 -8.64475950e-01
 -7.57489246e-01  2.70239844e-01 -1.78943238e+00  3.63965830e-01
  9.84252155e-01  9.70636911e-01 -8.65109361e-01 -2.20322232e-01
  4.77969396e-01  1.13569221e+00  6.28479222e-02  5.14223298e-01
 -9.15264391e-01 -6.05636442e-01 -4.14086716e-01 -1.38646837e+00
  8.85897029e-01 -5.67891028e-01 -5.79725867e-03 -6.44304108e-01
  5.89752355e-01 -1.84140703e-01  3.30238869e-01  8.57046622e-01
 -7.74741437e-02  6.12305437e-01 -8.91585180e-02 -2.58165484e-01
  4.21887864e-01  1.70384458e-01  1.21684896e+00 -3.63740075e-01
  7.24915057e-01  5.48681837e-01  2.04285013e-01  3.77205923e-01
  7.49808352e-02 -5.84579389e-01 -9.46307125e-01 -4.85911105e-01
  5.56452784e-04 -1.85551916e-01 -3.78374027e-01  4.76303259e-01
 -2.74840109e-01  2.87942304e-01]"
s3://p8-data-bastien/Test/Apple Red 2/r_322_100.jpg,Apple Red 2,"[ 8.06506486e+00 -2.17442200e-01  1.76796569e+00  1.82948633e+00
 -1.03389048e+00  7.31028941e-01  1.74694506e+00 -1.79661182e-01
  3.23515571e-01 -1.07414776e+00 -3.11571274e-02  8.18503384e-03
  2.82072964e+00 -2.32862966e+00  5.12284731e+00 -3.81456717e-01
 -6.14028296e-01  8.93566424e-02  5.57669530e-01 -5.72176085e-01
  1.34739690e+00 -1.03498708e+00  5.28157608e-02 -3.74815659e+00
  2.47278635e+00 -1.38057894e+00 -8.01883095e-03  1.26665799e+00
  1.41851816e-01 -1.45591818e+00 -5.99136562e-01  2.91303556e+00
  6.98665686e-01 -2.95289376e+00  3.89152745e-02  2.64970634e+00
 -1.24531040e-01  1.28228611e+00 -6.87095329e-01 -3.13139617e+00
 -1.25732813e+00 -9.33633647e-01  1.83012209e+00  4.82694123e-01
 -1.61662363e-02 -1.82224653e-01 -2.53454834e+00 -3.40520999e-01
 -4.00128038e-01 -7.72045182e-02 -1.83245843e+00 -2.15577631e+00
 -4.77080283e-01 -3.87867350e+00  1.00048456e+00  1.00925556e+00
  1.17483317e+00  3.04865891e-01 -8.45307827e-01  2.60500416e-01
 -2.73602543e-01  7.84892094e-01 -1.49298599e+00  2.49361232e+00
  1.23043491e+00 -1.99748682e-01 -2.58111089e+00  1.20937713e-01
 -7.74296851e-01 -1.38231287e+00  5.40883435e-01 -4.58773936e-01
  1.32362664e+00 -1.55727436e+00 -2.37441200e+00 -6.09336223e-01
 -1.00960787e+00 -1.31690741e+00 -5.01111168e-01  1.15718421e+00
 -2.68244237e-01 -1.18169553e+00  1.68266569e+00  5.49421119e-01
 -1.70019781e+00 -1.58688775e-01  1.01309615e+00  7.65458447e-01
 -2.75193917e+00  1.27534891e+00  5.07854510e-01  7.39853888e-01
 -5.88055792e-01  4.89123004e-01 -4.90807141e-01 -1.98365665e+00
 -6.04983593e-01  2.82698897e+00  2.39128252e-01  3.13432953e+00
  8.48441389e-02  1.57256600e+00 -2.03006870e+00 -2.56607723e+00
  5.78183866e-01 -2.05005701e+00  3.59001753e+00 -6.56422565e-01
 -8.51681118e-01 -3.98099370e-01 -9.48721551e-01 -2.77470598e+00
 -1.35501390e-01  2.80488327e+00 -1.58528159e+00 -5.57130201e-01
  5.09118816e-01  1.01679632e+00  1.06200454e-01  5.98261776e-01
 -6.09216881e-01 -3.29150063e-01 -1.05546874e+00 -3.73222765e-01
  2.84523682e+00  6.77201161e-01]"
s3://p8-data-bastien/Test/Cherry Rainier/r2_131_100.jpg,Cherry Rainier,"[ 9.93871913  7.97991708  6.28337839  2.71874028 -1.70949646  1.91424215
  4.6554461  -3.87129827 -3.73889947  0.09888911 -3.51304246  0.76236729
  0.08122247  4.76035165  1.81203536  0.99318077 -1.23784242 -1.84408594
  1.67808884  3.33633755 -1.4450993   2.14177224 -1.16302801 -1.91309311
  0.6086918  -3.02099297 -0.28480002 -2.04156685 -0.60839707 -1.19519878
  0.04664112  1.44963306  2.01082757  0.44762668 -0.19637732  1.76602381
  0.33194861  1.63784362 -0.21817325  1.54273129  1.01324127  2.07556677
  2.91932292 -0.22099426 -0.39330825  1.81725838  2.17671903  0.84529621
  0.92138588  0.14995115 -0.51587827  3.04654176  0.661751    2.09581141
 -1.37162101 -1.19490632  0.27148505 -1.04510803 -0.5788209   0.46830308
 -0.6836416   0.42663053 -2.4043598  -1.12025415  2.24786628 -2.43434188
  0.16209103 -0.24673204 -1.19782055  1.98442521  0.10058643 -1.38530419
 -2.74208225 -0.77272276 -0.8130691   0.75041046  1.16380276 -1.09027474
  0.12794893 -0.2687506   1.41617779 -1.49142597 -1.01662389  1.50949876
  0.94490072  2.58466167 -1.40262496 -1.59568828 -0.33189915  1.77081924
  0.03922713 -0.25257737 -0.6191442   0.89041809  0.47593282 -1.53347081
 -0.16605921  1.07166729 -0.88840127 -0.77913651  1.73365819  0.64152722
  0.22359471 -0.15249902 -0.8082088   0.21016185 -1.45243716  0.28182776
 -0.73596522 -0.84258844  1.12795533 -0.14247005  0.22913752  0.08995242
  0.96939782 -0.44479009  0.81819286  0.40151592  0.69012395  0.25394194
  1.07593302 -0.57499234 -1.73570485 -0.57109876  0.81853629  1.52473589]"
s3://p8-data-bastien/Test/Cherry Rainier/r2_198_100.jpg,Cherry Rainier,"[ 7.73172571e+00  7.33880596e+00  6.02216418e+00  1.25242812e+00
  1.86709620e+00  8.66353310e-01  9.03003287e+00 -3.44892307e+00
 -8.83328214e+00  2.51697058e+00 -3.56710062e+00  2.20474798e+00
 -1.81786283e+00  2.13170438e+00 -3.02323045e-01  4.53045063e-01
 -3.03825437e+00 -9.13934823e-01  1.01237129e+00  4.91936048e+00
 -2.56965812e+00  4.90737646e+00  6.79950307e-01 -4.87832600e-01
  1.03089174e-01 -6.81430997e+00 -2.96629187e-02 -8.72766527e-01
 -8.76453525e-01 -3.04665025e+00  2.16253877e-01 -3.18453874e+00
  3.98129226e-01 -6.31881590e-01  7.41601133e-02 -1.51902163e+00
 -1.95156618e+00 -9.15732734e-01 -1.69402992e+00  6.73594800e-01
 -1.00150162e+00  1.72518450e+00  1.26355979e+00  5.59817446e-02
 -4.72546616e-01  2.92719366e-01  5.11108339e-01 -2.74938361e-01
 -5.70832671e-01  4.01165277e-01 -5.42967239e-01  8.93186049e-01
 -2.88617355e-01  5.97825269e-01 -1.94972177e+00 -2.87131876e+00
 -6.86004204e-01 -1.77831140e+00 -2.20186476e-01 -6.28790169e-01
  1.35986377e+00  2.31181056e+00  4.01378932e-01 -8.66853335e-01
  5.78877260e-01 -4.56871359e-01 -3.01764702e-01 -1.03558259e+00
  1.37295776e+00  8.80458045e-01 -1.93744690e+00 -2.11727528e+00
 -1.26903787e+00  8.96690779e-01  1.89592785e-02  1.39096704e+00
  7.44326969e-01 -1.00708091e+00 -9.27057466e-01  2.08575850e-01
  9.75737210e-01 -5.05167676e-01  2.19619090e-02  7.05488436e-01
  1.38611499e-01  8.67441875e-02 -1.91394925e+00 -1.53925600e+00
 -3.40715286e-01  1.68273234e+00  1.29751664e+00  6.68507593e-01
 -8.57313662e-01  1.34647625e+00  6.26754346e-01  1.70395324e-01
 -9.01774542e-01  3.09853215e-01 -8.48907817e-01 -1.54282652e+00
 -4.01882495e-01 -8.41164003e-01  4.97828318e-01  1.42212545e+00
  7.66989891e-01 -6.10903817e-01  8.10780745e-01 -8.48442064e-02
 -1.03501055e+00 -9.70029879e-01  4.61429864e-01  3.49949312e-02
  4.86432931e-01  4.15427049e-01  1.26311080e+00 -1.68402838e-01
 -8.10764623e-01 -6.64530758e-01 -2.10996367e-01  3.96740797e-01
  1.20153550e+00  8.19823740e-03  2.53908322e-02 -7.48522832e-01
  8.40541145e-01  9.72166286e-02]"
s3://p8-data-bastien/Test/Kumquats/r_302_100.jpg,Kumquats,"[ 4.73259509e+00 -5.08299160e+00  4.28227981e+00  8.55795233e+00
  4.00334277e-01  2.19347561e+00  4.66833953e+00 -5.85457103e+00
 -7.89073509e-01 -8.77212173e+00 -2.03616170e+00  3.12288727e+00
 -2.64112980e+00 -1.95842333e+00  1.47042627e+00 -2.62134758e+00
 -9.55099170e-01  4.82905644e+00 -1.69778953e+00  6.29256969e+00
 -3.51826502e+00 -2.20483142e-01 -1.91611368e+00  9.13306629e-01
 -1.39003082e+00  5.53317791e+00 -4.11724623e+00  3.97429033e+00
  2.89145552e-01  8.42158890e-01  9.43561341e-01  1.12514304e-01
 -3.39416337e+00 -3.92558610e-01  6.76444024e-01 -9.21829026e-02
  1.65150446e+00 -3.82997213e-01  2.32461722e+00 -2.46829500e+00
  7.15711128e-01 -2.33595754e+00  1.21226884e+00 -1.28930333e+00
  1.39532371e+00 -2.10515361e-01 -6.02325049e-01  5.56277345e-01
  8.19725955e-01  2.39376020e-02  2.77580243e-01 -5.60168908e-01
 -3.28920976e-01  1.39405395e-01  8.77876030e-01 -9.43686272e-01
  3.68429957e-01  2.51355431e-01 -5.59690106e-01  2.19493298e+00
 -9.01548346e-01  7.34880978e-01  5.03872873e-01  4.11116370e-01
  6.46368240e-01  7.08211376e-01 -7.13523561e-01  1.75408038e-01
 -1.63905147e+00  1.16843939e+00 -9.99151694e-01 -7.02149808e-01
  1.05756995e-01  8.95007562e-01  3.58809856e-01  1.25038584e+00
 -6.44429278e-02 -1.13292326e+00  3.18400856e-01  5.61051293e-01
 -4.38811076e-01  6.66801279e-01  1.63076794e+00  8.28429866e-01
  8.74294788e-01  8.22037811e-01  1.02225588e+00 -2.93503685e-01
 -2.65750317e-01  1.46525164e-01 -2.92071068e-01 -9.93193488e-01
  7.20073228e-01  7.55508100e-02 -2.33955763e-01  1.46190955e+00
 -4.19811715e-01 -2.62229751e-01  4.53258422e-01  1.86391463e+00
  1.74815276e-01  8.66296914e-02  8.86954072e-01  1.30709899e+00
 -2.86026447e-01 -2.00395555e-01 -7.65629584e-03 -8.80297996e-02
  2.36352216e-01 -6.82831767e-01  1.04412912e+00  1.87907075e-01
 -6.97083344e-01  1.64446018e-01 -1.09085943e-01  1.40118494e-01
 -5.95429271e-01  5.21491365e-01 -8.55012749e-01 -5.79993643e-01
  3.61049010e-01  1.01106362e+00 -2.43205065e-02 -1.54574148e-01
  4.64106847e-01 -1.73436173e-01]"
s3://p8-data-bastien/Test/Pomegranate/r_303_100.jpg,Pomegranate,"[ 0.48181435  3.3420538   3.8367025   1.23752028 -3.81378877 -2.03017486
  2.62068313  4.111286   -6.15943418  0.11680933 -3.50778027 -2.61996753
 -1.59817734  9.22077068  4.90355833 -4.85679807  1.96197698  7.98590819
 -0.90173491 -5.92174636  6.39402538 -5.89771945 -4.80689786  0.5564816
 -1.5315013  -6.48688053 -0.23911446  1.03968254  0.01603559  5.37917297
 -2.89761746  0.20307865 -0.72873027  7.1421639   1.4792049  -1.64868965
  1.10894801  3.34248469  1.15570399 -1.30740394 -0.63282103  1.46588423
 -4.3842989  -2.83759184 -3.02597336 -0.72817373 -1.64080025 -1.07893062
  0.09215133 -0.64930821  2.79945533 -0.30370817  1.93535587 -1.522011
  0.63169171  3.58567807  2.7160566   2.98148738 -0.21100754 -0.96692501
 -0.77128932  3.43999267  0.37254148 -1.29308279 -1.5674502  -1.48034024
 -1.72381826 -1.54514078 -1.38535607  0.32101643 -0.36392347 -2.54527688
 -1.61280119  1.10068904 -0.07717965 -0.71874502  0.56587844  0.0147445
 -0.93014514 -2.33217766 -0.46719567  0.30520446  2.06095217  0.52867948
 -0.90434191 -0.08309023 -0.05616543 -1.36342444 -0.08001716  2.2322264
  0.10804214 -1.82709288 -0.44832517 -0.51503975  0.69199452 -0.74563881
  0.72692124 -0.1974233  -0.12818352 -0.14879614 -0.53204761 -0.54725958
 -0.11448178  0.56558915 -0.22193475  0.50817571 -0.45733104  0.90817923
  1.39878224 -0.28466199 -0.26814749 -0.27920039  3.26885468 -0.90520784
  0.23886052  0.12888617 -1.6618237   1.64549019  1.99343597 -1.9582753
  0.86721943  1.32569843  0.63230096  1.0231244   0.77904767  0.93362316]"
s3://p8-data-bastien/Test/Plum 3/r_175_100.jpg,Plum 3,"[ 3.78219760e+00  4.08736299e+00 -1.38396101e+01 -1.59333507e+01
 -4.14711489e+00  3.92301010e+00 -2.50885011e+00 -4.66790700e+00
 -6.15395710e+00 -8.08732103e+00 -1.85674737e+00  3.45903998e+00
  3.28702007e-02 -9.99235345e-01  3.12105028e+00  8.94274755e-01
 -4.94652551e+00 -3.12138585e+00  5.94269052e+00 -4.30703062e-02
  4.67336089e+00 -4.72635637e+00  4.30652892e+00 -6.94069208e-01
  1.11961304e+00 -4.99229522e-01 -1.08610101e+00 -4.90573732e-01
 -2.16452693e+00  1.26330493e+00  5.00906721e+00  1.72881032e+00
 -8.37652236e-01  1.94480257e-01 -1.68514868e-01  2.95256001e-02
  2.77103921e+00  1.49070744e+00 -4.64616809e+00 -1.15753929e+00
  1.35793128e+00  2.28965701e+00  2.42796294e+00 -1.37919881e-01
 -8.04908015e-01 -1.18424355e+00 -3.33522071e+00  1.96221046e+00
 -3.61287286e-01 -1.35977944e-01  1.34453146e+00  4.05176200e-01
 -2.62568465e-01 -1.20421639e+00  2.28268427e+00  1.85287823e-01
 -2.26127570e+00  1.63662518e+00 -2.37024629e+00  9.03693855e-01
  2.87323289e+00 -8.77080881e-01 -6.53781045e-01  8.40505101e-01
 -1.60767520e+00  4.68630958e-01 -6.21382634e-01 -4.53412805e-01
  1.06363670e-02 -1.99702588e+00 -4.64398847e+00  1.34117510e+00
  1.88072865e-01 -3.51245529e-01  2.32563297e+00 -1.15791570e+00
  2.06810008e+00 -1.70726322e+00  7.20948951e-01  1.02584996e+00
  3.23097701e-01  9.82188962e-01 -1.88652180e+00  2.13546671e-01
 -1.39070350e+00  1.63454052e+00 -1.12094126e+00  2.57488860e+00
 -1.69313065e+00  1.65535992e+00 -5.21315181e-01 -2.21531799e+00
 -1.80502568e+00 -6.57623566e-01 -6.08911384e-01  4.98268328e-02
  7.13480091e-01  2.12244080e+00 -9.98177172e-01  1.65554684e+00
 -2.04578359e+00 -1.12579439e+00 -1.08903986e-01  6.52274490e-01
 -4.92601143e-01  9.28066982e-01 -7.20592138e-01 -9.42500847e-01
  1.87122157e-01  3.56644162e-01 -4.21423428e-01 -3.66097800e-01
  6.88431903e-01  3.29699867e-02 -5.04256167e-01 -4.77251797e-02
 -2.57537238e-01 -1.28293621e+00 -1.42914194e-01  3.01101320e-01
 -2.18010242e-01 -1.58190362e+00  3.45435910e-01  8.90766528e-01
 -1.25317456e-01 -8.94243053e-02]"
s3://p8-data-bastien/Test/Grape White 3/135_100.jpg,Grape White 3,"[ 1.75097513e+00 -3.73499203e+00 -9.22984254e+00 -3.65417209e+00
  9.49295991e+00 -9.75170636e-01  7.30672318e+00  7.36074746e-01
  9.17169698e+00  6.26224995e+00  3.53512079e-02 -2.88188811e+00
 -3.25889754e-01  4.36759222e+00  2.04281571e+00  2.13166280e+00
 -2.77012142e+00 -5.25343794e-01 -2.60526279e-01  4.12052966e+00
  4.98898820e-01  5.96305379e-03 -2.47232433e+00 -2.79925716e+00
 -1.36945930e+00  2.31293892e-01 -3.93003663e-01  2.27705002e-01
  1.11411158e-01  5.82786061e-02 -1.73985630e+00  2.92671470e+00
  2.01055748e-02  1.69693761e+00  8.25784522e-01  1.29893386e+00
  3.34607983e+00 -1.69893028e+00 -3.32972715e-01  1.21436245e+00
  1.52859732e+00 -7.03504989e-01 -2.58363264e+00  2.21132801e+00
 -1.88405070e+00 -5.40725203e-01  1.22835575e-01 -1.66742353e-01
  1.27920303e+00  5.82133639e-01  1.04899636e+00  2.48916367e-01
  7.22408655e-01  1.00728913e+00 -1.20692193e+00  6.74916598e-01
 -2.88925541e+00  6.95691549e-01  2.84463093e-01 -1.83656465e-01
  9.81228658e-01 -1.20970688e+00  2.44418569e+00  1.65518271e+00
 -3.54573869e-01 -7.78915384e-01 -6.59661037e-01 -3.94704017e-01
 -3.82457498e-01 -2.24511586e-01  2.80353695e+00 -7.62092760e-01
  1.46444985e-01  1.71364457e+00 -8.68679944e-01 -1.00779413e+00
 -1.67542951e+00  1.30501107e-01  5.30295951e-01  7.53140246e-01
  1.49228653e-01 -9.27344488e-02 -1.76807199e+00 -2.26047251e+00
 -3.85545559e-01 -4.02178674e-01  8.56403891e-01  8.08979469e-02
 -5.99386015e-01  9.13592996e-01  4.78136352e-01 -1.45805264e-01
  6.56364484e-01 -9.42764974e-01  9.18694712e-02 -1.54827175e+00
  1.50428961e+00 -1.78095010e+00 -1.77812858e+00  4.28621973e-01
 -1.10005924e+00  7.05924923e-01 -1.32075671e-01  2.29982197e+00
  7.27850105e-01 -2.29075806e+00  9.53646903e-01 -2.04445856e+00
 -1.65905759e-01  5.74665556e-02 -6.45695559e-01  8.09025145e-02
 -4.92623295e-01  1.72875581e+00  2.74361207e+00  7.95040476e-01
 -1.39290181e+00 -4.09335978e-01 -1.15893713e+00  1.00804779e+00
  9.99391360e-01  8.91598001e-01  1.11788453e-01  5.59522244e-01
 -5.36060574e-01 -1.39235219e+00]"
s3://p8-data-bastien/Test/Peach/63_100.jpg,Peach,"[ 6.16511641 -7.2497627   3.02261714  5.00826126 -5.91298858  3.22721389
  4.30939742 -4.17571648  5.9782046  -4.01278245 -0.44954885  1.75123947
 -2.32964539 -1.3435674  -4.51607029 -1.96530736  1.82497174 -6.09515759
  0.42122128  3.63469965  3.28818333 -2.28062201  0.36922421 -1.0865459
 -4.87897732  1.6914708   2.25750374  1.48485494  1.91690346  2.22114959
  1.0888062  -1.87994181 -0.29839365  0.49040179  0.59558682 -1.77711964
  1.53810897  0.34390154  0.50237238  1.218746   -1.33637588  1.52850342
 -0.54562533 -0.08453123 -1.2820326   0.7526841  -0.87123536 -1.0463282
  1.52969263  0.9056635   0.28787944  3.37327431 -1.57256022 -0.11103005
 -2.2994279   1.70040597  0.48035173  0.69666301 -0.40363424 -1.80426933
  0.82854358 -0.33358606  1.83026375  2.10132322  0.54247318  1.13688506
 -0.83231331 -0.37256856 -0.06547195 -0.47011032 -1.44229242 -0.13904247
  1.52839149 -0.29885326 -0.84052646 -1.64358516 -0.39356622  0.28531793
  0.50175391  1.31689254  0.17533879 -0.3342288   1.29222634 -0.26334152
 -0.60332762  1.18701425  0.90778136  0.49570837  0.98794835 -1.02447831
 -0.23103804  0.2325282   1.04498068  0.55605824  0.20170103 -0.09166141
  0.13977421 -0.28673469 -0.04706809 -0.01715869  0.01540656 -0.45080878
 -0.49305115 -0.40720254  0.23837812  0.08609912  0.39213455 -0.03615912
  0.42897535 -0.67290776 -0.32006454  0.2466508  -0.04827264 -0.21634452
  0.069126   -1.0675803  -0.54683886  0.38355839 -0.03117523  0.75063507
 -0.27117192 -0.25249613  0.0305358  -1.38456159 -0.5722437   0.41972639]"
